21111111115,58435277138495058211
21111111116,50954814379591052306
11111111118,52268225522300503709
21111111119,91561895231658795939
21111111116,19625348331759512123
21111111115,92588127208254436511
21111111119,12260916649317228599
11111111112,45593964967410518851
11111111115,26119495773256350014
11111111113,33038017296079472251
21111111112,75514254693577528947
11111111114,14326255528203939528
21111111113,57159816653346575478
11111111112,42860883642812344348
21111111112,19181105258270112866
21111111116,53849757028179942921
21111111112,28953893776215898595
21111111111,84483800131407624381
21111111116,14547099128122211047
11111111113,94387071418558673646
